url,handle_action,destination
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1986_001_00_0001_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1986_002_00_0002_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1986_002_00_0003_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1997_002_00_0011_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1997_002_00_0012_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1997_002_00_0013_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1997_002_00_0014_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1997_002_00_0015_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1997_002_00_0016_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1997_002_00_0017_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1997_002_00_0018_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1997_002_00_0019_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1997_002_00_0020_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
